PERMIT#,PERMIT_TYPE,APPLICATION_START_DATE,ISSUE_DATE,LATITUDE,LONGITUDE,zipcode,community_area
100913360,PERMIT - NEW CONSTRUCTION,4/14/2021,4/14/2021,41.99492882,-87.66026967,60660,EDGEWATER
100914521,PERMIT - NEW CONSTRUCTION,4/14/2021,4/14/2021,41.9638475,-87.69430244,60625,ALBANY PARK
100906143,PERMIT - NEW CONSTRUCTION,4/14/2021,11/1/2021,41.97510735,-87.65924996,60640,EDGEWATER
100917479,PERMIT - NEW CONSTRUCTION,4/14/2021,6/11/2021,41.8553818,-87.71864791,60623,SOUTH LAWNDALE
100911102,PERMIT - NEW CONSTRUCTION,4/14/2021,9/21/2021,41.71516728,-87.67043787,60643,WASHINGTON HEIGHTS
100910600,PERMIT - NEW CONSTRUCTION,4/13/2021,6/1/2021,41.8212735,-87.61862913,60615,GRAND BOULEVARD
100914242,PERMIT - NEW CONSTRUCTION,4/13/2021,6/10/2021,41.83777656,-87.62076858,60653,KENWOOD
100913967,PERMIT - NEW CONSTRUCTION,4/13/2021,8/13/2021,41.92230894,-87.69818789,60647,LOGAN SQUARE
100908621,PERMIT - NEW CONSTRUCTION,4/12/2021,4/12/2021,41.80773592,-87.59665105,60615,GRAND BOULEVARD
100917237,PERMIT - NEW CONSTRUCTION,4/12/2021,4/12/2021,41.95995019,-87.79409123,60634,BELMONT CRAGIN
100871112,PERMIT - NEW CONSTRUCTION,4/12/2021,4/12/2021,41.86478952,-87.72498022,60652,ASHBURN
100910340,PERMIT - NEW CONSTRUCTION,4/12/2021,4/12/2021,41.94255794,-87.7323606,60634,BELMONT CRAGIN
100909402,PERMIT - NEW CONSTRUCTION,4/12/2021,4/15/2021,41.95332945,-87.74613601,60641,AVONDALE
100912432,PERMIT - NEW CONSTRUCTION,4/12/2021,6/18/2021,41.90633682,-87.70946982,60651,HUMBOLDT PARK
100910509,PERMIT - NEW CONSTRUCTION,4/12/2021,4/30/2021,41.823982,-87.6141005,60653,KENWOOD
100908666,PERMIT - NEW CONSTRUCTION,4/12/2021,4/12/2021,41.93595491,-87.74887537,60641,AVONDALE
100914875,PERMIT - NEW CONSTRUCTION,4/12/2021,5/11/2021,41.79745399,-87.75618101,60638,MIDWAY
100911270,PERMIT - NEW CONSTRUCTION,4/10/2021,4/10/2021,41.96548619,-87.7598529,60630,FOREST GLEN
100910634,PERMIT - NEW CONSTRUCTION,4/10/2021,10/28/2021,41.81993645,-87.61973621,60637,WOODLAWN
100911271,PERMIT - NEW CONSTRUCTION,4/10/2021,4/10/2021,41.96548529,-87.75992883,60630,FOREST GLEN
100911300,PERMIT - NEW CONSTRUCTION,4/8/2021,7/28/2021,41.82051524,-87.61975396,60637,WOODLAWN
100913999,PERMIT - NEW CONSTRUCTION,4/7/2021,5/3/2021,41.94880028,-87.71018215,60659,NORTH PARK
100893859,PERMIT - NEW CONSTRUCTION,4/7/2021,4/7/2021,41.90785597,-87.69685312,60625,ALBANY PARK
100910287,PERMIT - NEW CONSTRUCTION,4/7/2021,4/29/2021,41.90736555,-87.6472251,60610,WEST TOWN
100887438,PERMIT - NEW CONSTRUCTION,4/7/2021,11/2/2021,41.92207357,-87.66482468,60614,LOGAN SQUARE
100909370,PERMIT - NEW CONSTRUCTION,4/7/2021,4/7/2021,41.98100048,-87.77336874,60646,FOREST GLEN
100893491,PERMIT - NEW CONSTRUCTION,4/7/2021,4/7/2021,41.90768664,-87.69684905,60625,ALBANY PARK
100893834,PERMIT - NEW CONSTRUCTION,4/7/2021,4/7/2021,41.90779955,-87.69685175,60625,ALBANY PARK
100910635,PERMIT - NEW CONSTRUCTION,4/7/2021,6/10/2021,41.81865012,-87.61970004,60637,WOODLAWN
100913463,PERMIT - NEW CONSTRUCTION,4/7/2021,8/3/2021,41.92389062,-87.77867678,60639,LOGAN SQUARE
100893551,PERMIT - NEW CONSTRUCTION,4/7/2021,4/7/2021,41.90774313,-87.69685037,60625,ALBANY PARK
100907788,PERMIT - NEW CONSTRUCTION,4/6/2021,4/6/2021,41.90476511,-87.70780655,60651,HUMBOLDT PARK
100911559,PERMIT - NEW CONSTRUCTION,4/6/2021,5/4/2021,41.81934129,-87.6182818,60615,GRAND BOULEVARD
100907212,PERMIT - NEW CONSTRUCTION,4/6/2021,4/6/2021,41.91104648,-87.71643325,60647,LOGAN SQUARE
100909498,PERMIT - NEW CONSTRUCTION,4/6/2021,4/6/2021,41.81557795,-87.61419963,60653,KENWOOD
100916347,PERMIT - NEW CONSTRUCTION,4/6/2021,4/6/2021,41.88102972,-87.61728157,60601,LOOP
100911592,PERMIT - NEW CONSTRUCTION,4/6/2021,6/9/2021,41.81922948,-87.61827907,60615,GRAND BOULEVARD
100916138,PERMIT - NEW CONSTRUCTION,4/6/2021,4/6/2021,42.01662445,-87.66510068,60626,
100909723,PERMIT - NEW CONSTRUCTION,4/5/2021,4/5/2021,41.89743254,-87.68949542,60647,LOGAN SQUARE
100915960,PERMIT - NEW CONSTRUCTION,4/5/2021,4/5/2021,41.911372,-87.6262454,60611,
100915773,PERMIT - NEW CONSTRUCTION,4/5/2021,4/19/2021,41.8717937,-87.6777657,60612,NORTH LAWNDALE
100910581,PERMIT - NEW CONSTRUCTION,4/2/2021,5/25/2021,41.81699542,-87.62481453,60637,WOODLAWN
100910629,PERMIT - NEW CONSTRUCTION,4/2/2021,6/15/2021,41.82010417,-87.61974135,60653,KENWOOD
100907670,PERMIT - NEW CONSTRUCTION,4/2/2021,4/2/2021,41.93092398,-87.70827749,60647,LOGAN SQUARE
100912105,PERMIT - NEW CONSTRUCTION,4/2/2021,4/2/2021,41.93262449,-87.69993981,60618,AVONDALE
100915714,PERMIT - NEW CONSTRUCTION,4/1/2021,4/1/2021,41.96348083,-87.65581592,60640,EDGEWATER
100915562,PERMIT - NEW CONSTRUCTION,4/1/2021,4/1/2021,41.83078366,-87.63529578,60632,ARCHER HEIGHTS
100913669,PERMIT - NEW CONSTRUCTION,4/1/2021,4/23/2021,41.9577734,-87.68950447,60618,AVONDALE
100903704,PERMIT - NEW CONSTRUCTION,4/1/2021,5/28/2021,41.8050948,-87.70101245,60632,ARCHER HEIGHTS
100912524,PERMIT - NEW CONSTRUCTION,4/1/2021,9/28/2021,41.81373242,-87.61956636,60637,WOODLAWN
100913209,PERMIT - NEW CONSTRUCTION,4/1/2021,5/17/2021,41.92317426,-87.68846764,60647,LOGAN SQUARE
100910636,PERMIT - NEW CONSTRUCTION,4/1/2021,5/20/2021,41.8185942,-87.61969863,60637,WOODLAWN
100909718,PERMIT - NEW CONSTRUCTION,3/31/2021,3/31/2021,41.97348782,-87.66711782,60640,EDGEWATER
100909729,PERMIT - NEW CONSTRUCTION,3/31/2021,3/31/2021,41.87125595,-87.68764472,60624,HUMBOLDT PARK
100913447,PERMIT - NEW CONSTRUCTION,3/31/2021,3/31/2021,41.91728573,-87.67381574,60614,LOGAN SQUARE
100913721,PERMIT - NEW CONSTRUCTION,3/31/2021,6/10/2021,41.94793137,-87.67585073,60613,
100913722,PERMIT - NEW CONSTRUCTION,3/31/2021,6/25/2021,41.89392072,-87.68086166,60612,NORTH LAWNDALE
100911908,PERMIT - NEW CONSTRUCTION,3/30/2021,3/30/2021,41.90051215,-87.63898596,60610,WEST TOWN
100904870,PERMIT - NEW CONSTRUCTION,3/30/2021,5/21/2021,41.83083726,-87.73029426,60632,ARCHER HEIGHTS
100914473,PERMIT - NEW CONSTRUCTION,3/29/2021,4/14/2021,41.88855584,-87.64592378,60661,WEST TOWN
100907047,PERMIT - NEW CONSTRUCTION,3/29/2021,3/29/2021,41.95584171,-87.70868412,60625,ALBANY PARK
100909252,PERMIT - NEW CONSTRUCTION,3/29/2021,3/29/2021,41.88935425,-87.62410246,60601,LOOP
100910592,PERMIT - NEW CONSTRUCTION,3/29/2021,5/21/2021,41.82133066,-87.61863073,60615,GRAND BOULEVARD
100908834,PERMIT - NEW CONSTRUCTION,3/29/2021,5/18/2021,41.90814849,-87.64958075,60614,LOGAN SQUARE
100913357,PERMIT - NEW CONSTRUCTION,3/26/2021,3/29/2021,41.97562674,-87.70967561,60625,ALBANY PARK
100889629,PERMIT - NEW CONSTRUCTION,3/26/2021,3/26/2021,41.73615275,-87.62796957,60628:60827,
100910672,PERMIT - NEW CONSTRUCTION,3/26/2021,5/4/2021,41.98182434,-87.6655882,60660,EDGEWATER
100911455,PERMIT - NEW CONSTRUCTION,3/26/2021,4/23/2021,41.9001575,-87.6684726,60622,WEST TOWN
100912517,PERMIT - NEW CONSTRUCTION,3/26/2021,4/7/2021,41.90356537,-87.73383447,60651,HUMBOLDT PARK
100913996,PERMIT - NEW CONSTRUCTION,3/26/2021,9/14/2021,41.82716302,-87.62737157,60653,KENWOOD
100767391,PERMIT - NEW CONSTRUCTION,3/26/2021,3/26/2021,41.91227826,-87.63877557,60614,LOGAN SQUARE
100909019,PERMIT - NEW CONSTRUCTION,3/26/2021,3/26/2021,41.90800296,-87.64805062,60642,WEST TOWN
100912496,PERMIT - NEW CONSTRUCTION,3/26/2021,6/28/2021,41.80798001,-87.62103258,60653,KENWOOD
100855556,PERMIT - NEW CONSTRUCTION,3/25/2021,7/27/2021,41.88855584,-87.64592378,60661,WEST TOWN
100912741,PERMIT - NEW CONSTRUCTION,3/25/2021,3/25/2021,41.96429284,-87.68588219,9020,
100908524,PERMIT - NEW CONSTRUCTION,3/24/2021,4/19/2021,41.86274258,-87.65670706,60607,LOOP
100910971,PERMIT - NEW CONSTRUCTION,3/24/2021,4/9/2021,41.9343609,-87.66662229,60657,LAKEVIEW
100911812,PERMIT - NEW CONSTRUCTION,3/24/2021,5/13/2021,41.88705586,-87.61513219,60601,LOOP
100911810,PERMIT - NEW CONSTRUCTION,3/24/2021,5/19/2021,41.88683542,-87.61533229,60601,LOOP
100850772,PERMIT - NEW CONSTRUCTION,3/24/2021,3/24/2021,41.94554888,-87.73613766,60641,AVONDALE
100910169,PERMIT - NEW CONSTRUCTION,3/24/2021,7/19/2021,41.93176301,-87.79564086,60634,BELMONT CRAGIN
100908450,PERMIT - NEW CONSTRUCTION,3/23/2021,3/23/2021,41.89427397,-87.67269506,60612,NORTH LAWNDALE
100890216,PERMIT - NEW CONSTRUCTION,3/23/2021,3/23/2021,41.83292491,-87.6438681,60609,BRIDGEPORT
100909923,PERMIT - NEW CONSTRUCTION,3/23/2021,9/30/2021,41.86990642,-87.63583408,60605,NEAR SOUTH SIDE
100846816,PERMIT - NEW CONSTRUCTION,3/22/2021,3/22/2021,41.81566951,-87.60901062,60653,KENWOOD
100864764,PERMIT - NEW CONSTRUCTION,3/22/2021,3/22/2021,41.89497665,-87.65929386,60622,WEST TOWN
100910286,PERMIT - NEW CONSTRUCTION,3/22/2021,4/29/2021,nan,nan,,
100911590,PERMIT - NEW CONSTRUCTION,3/22/2021,4/30/2021,41.90032262,-87.69511451,60622,WEST TOWN
100910288,PERMIT - NEW CONSTRUCTION,3/22/2021,4/29/2021,41.90736532,-87.64659324,60610,WEST TOWN
100905882,PERMIT - NEW CONSTRUCTION,3/22/2021,3/22/2021,41.89691187,-87.67887643,60622,WEST TOWN
100911774,PERMIT - NEW CONSTRUCTION,3/22/2021,8/25/2021,41.78132233,-87.61067816,60637,WOODLAWN
100909375,PERMIT - NEW CONSTRUCTION,3/19/2021,3/19/2021,41.98105628,-87.77336732,60646,FOREST GLEN
100901073,PERMIT - NEW CONSTRUCTION,3/19/2021,3/19/2021,41.96248581,-87.67258978,60613,
100901081,PERMIT - NEW CONSTRUCTION,3/19/2021,3/19/2021,41.96254235,-87.6725911,60613,
100911486,PERMIT - NEW CONSTRUCTION,3/19/2021,6/8/2021,41.95822304,-87.70556135,60625,ALBANY PARK
100908722,PERMIT - NEW CONSTRUCTION,3/19/2021,3/19/2021,41.67656132,-87.63960758,60628,WASHINGTON HEIGHTS
100911285,PERMIT - NEW CONSTRUCTION,3/19/2021,5/12/2021,41.95703049,-87.68719595,60618,AVONDALE
100911617,PERMIT - NEW CONSTRUCTION,3/19/2021,4/13/2021,41.69871638,-87.70415632,60655,BEVERLY
100786007,PERMIT - NEW CONSTRUCTION,3/19/2021,3/19/2021,41.93842563,-87.71017526,60618,AVONDALE
100896100,PERMIT - NEW CONSTRUCTION,3/18/2021,3/18/2021,41.95223332,-87.65554103,60613,
100908916,PERMIT - NEW CONSTRUCTION,3/18/2021,3/18/2021,41.8583816,-87.64203513,60616,ARMOUR SQUARE
100909502,PERMIT - NEW CONSTRUCTION,3/18/2021,9/1/2021,41.85615623,-87.65651735,60608,NORTH LAWNDALE
100909368,PERMIT - NEW CONSTRUCTION,3/18/2021,10/14/2021,41.77441067,-87.59466409,60637,WOODLAWN
100908721,PERMIT - NEW CONSTRUCTION,3/17/2021,3/17/2021,41.67673065,-87.63961208,60628,WASHINGTON HEIGHTS
100910472,PERMIT - NEW CONSTRUCTION,3/17/2021,8/5/2021,41.85015478,-87.63349619,60616,ARMOUR SQUARE
